"DIRECTORIO","SECUENCIA_ENCUESTA","SECUENCIA_P","NRO_ENCUESTA","ORDEN","P6016","P6020","P6040","P6051","P5502","P6071","P6071S1","P6074","P767","P6076","P6076S1","P6076S2","P6077","P6096","P6081","P6081S1","P6087","P6083","P6083S1","P6088","P6080","P5667","LLAVEHOG","FEX_C","N_HIJOS","N_NIETOS"
"5001074","4","1","592","4","1","2","3","3",,,,"1",,,,,,,"2",,"6","1","1",,"6",,"50010741","2147.23728956601",NULL,NULL
"5001074","5","1","592","5","1","2","3","3",,,,"1",,,,,,,"2",,"5","1","1",,"6",,"50010741","2147.23728956601",NULL,NULL
"5001074","6","1","592","6","6","1","17","7","5",,,"2","2","2","73","73001","1","9","2",,"4","2",,"2","6",,"50010741","2147.23728956601",NULL,NULL
"5001077","1","1","592","1","1","2","69","1","3",,,"1",,,,,,,"3",,"10","3",,"3","6",,"50010771","1120.82559893007","1",NULL
"5001077","2","1","592","2","2","1","42","3","4",,,"1",,,,,,,"3",,"4","1","1",,"6",,"50010771","1120.82559893007",NULL,NULL
"5001089","1","1","592","1","1","2","60","1","3",,,"1",,,,,,,"2",,"1","2",,"1","6",,"50010891","564.029491350288","2",NULL
"5001089","2","1","592","2","2","2","32","3","5",,,"1",,,,,,,"3",,"3","1","1",,"6",,"50010891","564.029491350288",NULL,NULL
"5001089","3","1","592","3","3","1","25","3","5",,,"2","2","1",,,,,"3",,"3","1","1",,"6",,"50010891","564.029491350288",NULL,NULL
"5001090","1","1","592","1","1","2","57","1","5",,,"1",,,,,,,"3",,"1","3",,"9","6",,"50010901","694.698577867509","1",NULL
"5001090","2","1","592","2","2","1","27","3","5",,,"1",,,,,,,"3",,"4","1","1",,"6",,"50010901","694.698577867509",NULL,NULL
"5001097","1","1","592","1","1","2","54","1","5",,,"1",,,,,,,"3",,"1","3",,"2","5",,"50010971","677.88318374029","1",NULL
"5001097","2","1","592","2","2","1","23","3","5",,,"1",,,,,,,"2",,"2","1","1",,"5",,"50010971","677.88318374029",NULL,NULL
"5001097","3","1","592","3","3","1","76","5","3",,,"2","40","2","63","63690","2","3","3",,"1","3",,"9","6",,"50010971","677.88318374029",NULL,NULL
"5001101","1","1","592","1","1","2","25","1","5",,,"2","4","2","44","44001","1","8","2",,"4","2",,"8","6",,"50011011","1069.13084011318","2",NULL
"5001101","2","1","592","2","1","1","7","3",,,,"2","4","2","91","91263","1","9","2",,"2","1","1",,"6",,"50011011","1069.13084011318",NULL,NULL
"5001101","3","1","592","3","1","2","2","3",,,,"1",,,,,,,"2",,"2","1","1",,"6",,"50011011","1069.13084011318",NULL,NULL
"5001101","4","1","592","4","3","2","20","9","5",,,"2","0","2","44","44001","1","8","2",,"2","2",,"2","6",,"50011011","1069.13084011318",NULL,NULL
"5001101","5","1","592","5","4","1","0","9",,,,"1",,,,,,,"2",,"4","1","4",,"6",,"50011011","1069.13084011318",NULL,NULL
"5001114","1","1","592","1","1","2","67","1","3",,,"2","32","2","63","63594","1","7","3",,"9","3",,"2","6",,"50011141","694.698577867509","1",NULL
"5001114","2","1","592","2","2","1","43","3","2","2",,"1",,,,,,,"3",,"2","1","1",,"6",,"50011141","694.698577867509",NULL,NULL
"5001126","1","1","592","1","1","2","76","1","3",,,"2","7","2","63","63130","1","7","3",,"1","3",,"2","6",,"50011261","502.561707506116","1",NULL
"5001126","2","1","592","2","2","2","41","3","5",,,"2","7","2","76","76001","1","9","3",,"1","1","1",,"6",,"50011261","502.561707506116",NULL,NULL
"5001153","1","1","592","1","1","2","62","1","3",,,"1",,,,,,,"3",,"2","1","3",,"6",,"50011531","560.725534071398","1",NULL
"5001153","2","1","592","2","2","1","42","3","4",,,"2","2","2","11","11001","1","8","2",,"9","1","1",,"6",,"50011531","560.725534071398",NULL,NULL
"5001153","3","1","592","3","3","2","87","5","3",,,"1",,,,,,,"3",,"9","3",,"1","6",,"50011531","560.725534071398",NULL,NULL
"5001180","1","1","592","1","1","2","37","1","3",,,"1",,,,,,,"2",,"2","2",,"1","6",,"50011801","67.2454197055817","1",NULL
"5001180","2","1","592","2","1","2","11","3","5",,,"1",,,,,,,"3",,"4","1","1",,"6",,"50011801","67.2454197055817",NULL,NULL
"5001188","1","1","592","1","1","2","78","1","3",,,"1",,,,,,,"3",,"1","3",,"1","6",,"50011881","531.081296557218","1","1"
"5001188","2","1","592","2","2","2","46","3","5",,,"1",,,,,,,"2",,"3","1","1",,"5",,"50011881","531.081296557218",NULL,NULL
"5001188","3","1","592","3","3","2","16","4","5",,,"1",,,,,,,"2",,"4","2",,"4","5",,"50011881","531.081296557218",NULL,NULL
"5001189","1","1","592","1","1","2","62","1","3",,,"1",,,,,,,"2",,"1","2",,"1","6",,"50011891","872.59795590521","1","2"
"5001189","2","1","592","2","2","1","31","3","5",,,"1",,,,,,,"2",,"1","1","1",,"6",,"50011891","872.59795590521",NULL,NULL
"5001189","3","1","592","3","3","1","21","4","5",,,"1",,,,,,,"2",,"3","2",,"4","6",,"50011891","872.59795590521",NULL,NULL
"5001189","4","1","592","4","4","2","4","4",,,,"1",,,,,,,"2",,"4","2",,"4","6",,"50011891","872.59795590521",NULL,NULL
"5001201","1","1","592","1","1","2","56","1","5",,,"1",,,,,,,"3",,"1","3",,"1","5",,"50012011","792.850478283059","1",NULL
"5001201","2","1","592","2","1","1","8","3",,,,"1",,,,,,,"2",,"10","1","1",,"5",,"50012011","792.850478283059",NULL,NULL
"5001201","3","1","592","3","3","2","30","9","5",,,"1",,,,,,,"2",,"1","2",,"9","5",,"50012011","792.850478283059",NULL,NULL
"5001201","4","1","592","4","3","1","7","9",,,,"1",,,,,,,"2",,"4","1","3",,"5",,"50012011","792.850478283059",NULL,NULL
"5001207","1","1","592","1","1","2","62","1","3",,,"1",,,,,,,"3",,"10","3",,"10","6",,"50012071","520.323942066224","1",NULL
"5001207","2","1","592","2","2","2","34","3","5",,,"1",,,,,,,"3",,"9","1","1",,"6",,"50012071","520.323942066224",NULL,NULL
"5001215","1","1","592","1","1","2","60","1","3",,,"1",,,,,,,"3",,"9","3",,"9","6",,"50012151","1693.93463450455","1","3"
"5001215","2","1","592","2","2","2","40","3","2","1","3","1",,,,,,,"3",,"9","1","1",,"6",,"50012151","1693.93463450455",NULL,NULL
"5001215","3","1","592","3","3","1","41","6","2","1","2","1",,,,,,,"2",,"1","2",,"1","6",,"50012151","1693.93463450455",NULL,NULL
"5001215","4","1","592","4","4","2","16","4","5",,,"1",,,,,,,"2",,"3","1","2",,"6",,"50012151","1693.93463450455",NULL,NULL
"5001215","5","1","592","5","2","1","11","4","5",,,"1",,,,,,,"2",,"1","1","2",,"5",,"50012151","1693.93463450455",NULL,NULL
"5001215","6","1","592","6","2","1","7","4",,,,"1",,,,,,,"1","3",,"1","2",,"5",,"50012151","1693.93463450455",NULL,NULL
"5001237","1","1","592","1","1","2","43","1","5",,,"1",,,,,,,"2",,"9","2",,"9","1","800_02","50012371","706.075982780889","1",NULL
"5001237","2","1","592","2","2","2","9","3",,,,"1",,,,,,,"2",,"1","1","1",,"1","800_02","50012371","706.075982780889",NULL,NULL
"5001247","1","1","592","1","1","2","85","1","3",,,"1",,,,,,,"3",,"10","3",,"10","1","800_02","50012471","453.09922806586","3",NULL
"5001247","2","1","592","2","2","2","54","3","5",,,"1",,,,,,,"3",,"9","1","1",,"1","800_02","50012471","453.09922806586",NULL,NULL
"5001247","3","1","592","3","3","2","49","3","5",,,"1",,,,,,,"3",,"9","1","1",,"1","800_02","50012471","453.09922806586",NULL,NULL
"5001247","4","1","592","4","4","2","63","3","4",,,"1",,,,,,,"3",,"9","1","1",,"1","800_02","50012471","453.09922806586",NULL,NULL
"5001247","5","1","592","5","6","1","18","9","2","1","6","1",,,,,,,"2",,"4","2",,"3","1","800_02","50012471","453.09922806586",NULL,NULL
"5001247","6","1","592","6","6","2","17","14","2","1","5","1",,,,,,,"2",,"2","2",,"2","1","800_02","50012471","453.09922806586",NULL,NULL
"5001247","7","1","592","7","7","1","0","9",,,,"1",,,,,,,"1","5",,"1","6",,"1","800_02","50012471","453.09922806586",NULL,NULL
"5001249","1","1","592","1","1","2","80","1","3",,,"1",,,,,,,"3",,"1","3",,"10","6",,"50012491","709.66977037255","1","3"
"5001249","2","1","592","2","2","2","46","3","4",,,"1",,,,,,,"3",,"1","1","1",,"6",,"50012491","709.66977037255",NULL,NULL
"5001249","3","1","592","3","3","2","12","4","5",,,"1",,,,,,,"2",,"2","1","2",,"6",,"50012491","709.66977037255",NULL,NULL
"5001249","4","1","592","4","4","1","10","4","5",,,"1",,,,,,,"2",,"1","1","2",,"6",,"50012491","709.66977037255",NULL,NULL
"5001249","5","1","592","5","5","1","23","4","5",,,"1",,,,,,,"2",,"2","2",,"2","6",,"50012491","709.66977037255",NULL,NULL
"5001261","1","1","592","1","1","2","85","1","3",,,"2","20","2","27","27073","1","3","3",,"1","3",,"9","5",,"50012611","166.685345557942","1","2"
"5001261","2","1","592","2","2","2","66","3","4",,,"2","20","2","27","27073","1","3","3",,"1","1","1",,"5",,"50012611","166.685345557942",NULL,NULL
"5001261","3","1","592","3","3","2","19","4","5",,,"1",,,,,,,"2",,"4","2",,"10","5",,"50012611","166.685345557942",NULL,NULL
"5001261","4","1","592","4","4","2","17","4","5",,,"1",,,,,,,"2",,"4","2",,"10","5",,"50012611","166.685345557942",NULL,NULL
"5001265","1","1","592","1","1","2","60","1","3",,,"1",,,,,,,"2",,"4","1","7",,"6",,"50012651","2202.00934382324","2","3"
"5001265","2","1","592","2","2","1","29","3","5",,,"1",,,,,,,"2",,"7","1","1",,"6",,"50012651","2202.00934382324",NULL,NULL
"5001265","3","1","592","3","3","2","36","3","4",,,"1",,,,,,,"3",,"7","1","1",,"6",,"50012651","2202.00934382324",NULL,NULL
"5001265","4","1","592","4","4","2","14","4","5",,,"1",,,,,,,"2",,"6","1","3",,"6",,"50012651","2202.00934382324",NULL,NULL
"5001265","5","1","592","5","5","1","10","4","5",,,"1",,,,,,,"2",,"6","1","3",,"6",,"50012651","2202.00934382324",NULL,NULL
"5001265","6","1","592","6","6","1","9","4",,,,"1",,,,,,,"2",,"6","1","3",,"6",,"50012651","2202.00934382324",NULL,NULL
"5001265","7","1","592","7","7","2","83","5","4",,,"1",,,,,,,"3",,"3","3",,"3","6",,"50012651","2202.00934382324",NULL,NULL
"5001296","1","1","592","1","1","2","44","1","5",,,"1",,,,,,,"2",,"2","2",,"2","6",,"50012961","2815.5588714252","2",NULL
"5001296","2","1","592","2","2","1","23","3","5",,,"1",,,,,,,"2",,"3","1","1",,"6",,"50012961","2815.5588714252",NULL,NULL
"5001296","3","1","592","3","3","2","7","3",,,,"1",,,,,,,"2",,"3","1","1",,"6",,"50012961","2815.5588714252",NULL,NULL
"5001296","4","1","592","4","4","1","47","7","5",,,"1",,,,,,,"2",,"1","2",,"1","6",,"50012961","2815.5588714252",NULL,NULL
"5001296","5","1","592","5","5","1","45","7","6","1","6","1",,,,,,,"2",,"1","2",,"1","6",,"50012961","2815.5588714252",NULL,NULL
"5001296","6","1","592","6","6","2","46","9","6","1","5","1",,,,,,,"2",,"2","2",,"2","6",,"50012961","2815.5588714252",NULL,NULL
"5001296","7","1","592","7","7","1","19","9","5",,,"1",,,,,,,"1","5",,"1","6",,"6",,"50012961","2815.5588714252",NULL,NULL
"5001303","1","1","592","1","1","2","34","1","5",,,"2","12","1",,,,,"2",,"10","2",,"10","6",,"50013031","4979.88990216006","1",NULL
"5001303","2","1","592","2","1","2","8","3",,,,"1",,,,,,,"2",,"6","1","1",,"6",,"50013031","4979.88990216006",NULL,NULL
"5001340","1","1","592","1","1","2","67","1","5",,,"1",,,,,,,"3",,"10","3",,"10","6",,"50013401","2197.01697925438","1","2"
"5001340","2","1","592","2","2","2","36","3","2","1","3","1",,,,,,,"3",,"10","1","1",,"6",,"50013401","2197.01697925438",NULL,NULL
"5001340","3","1","592","3","3","1","39","8","2","1","2","1",,,,,,,"2",,"10","2",,"10","6",,"50013401","2197.01697925438",NULL,NULL
"5001340","4","1","592","4","4","1","7","4",,,,"1",,,,,,,"1","3",,"1","2",,"6",,"50013401","2197.01697925438",NULL,NULL
"5001340","5","1","592","5","5","2","3","4",,,,"1",,,,,,,"2",,"10","2",,"3","6",,"50013401","2197.01697925438",NULL,NULL
"5001361","1","1","592","1","1","2","75","1","3",,,"1",,,,,,,"3",,"1","3",,"1","6",,"50013611","1795.93476270507","1","2"
"5001361","2","1","592","2","2","2","45","3","4",,,"1",,,,,,,"3",,"1","1","1",,"5",,"50013611","1795.93476270507",NULL,NULL
"5001361","3","1","592","3","3","1","23","4","5",,,"1",,,,,,,"3",,"4","1","2",,"5",,"50013611","1795.93476270507",NULL,NULL
"5001361","4","1","592","4","4","2","15","4","5",,,"1",,,,,,,"2",,"1","1","2",,"5",,"50013611","1795.93476270507",NULL,NULL
"5001374","1","1","592","1","1","2","76","1","3",,,"1",,,,,,,"3",,"1","3",,"1","5",,"50013741","3352.05127373253","1","6"
"5001374","2","1","592","2","2","2","41","3","2","1","3","1",,,,,,,"3",,"1","1","1",,"5",,"50013741","3352.05127373253",NULL,NULL
"5001374","3","1","592","3","3","1","52","8","2","1","2","1",,,,,,,"2",,"1","2",,"1","5",,"50013741","3352.05127373253",NULL,NULL
"5001374","4","1","592","4","4","1","11","4","5",,,"1",,,,,,,"1","3",,"1","2",,"5",,"50013741","3352.05127373253",NULL,NULL
"5001374","5","1","592","5","5","1","6","4",,,,"1",,,,,,,"1","3",,"1","2",,"5",,"50013741","3352.05127373253",NULL,NULL
"5001374","6","1","592","6","6","2","1","4",,,,"1",,,,,,,"1","3",,"1","2",,"5",,"50013741","3352.05127373253",NULL,NULL
"5001374","7","1","592","7","7","2","23","4","4",,,"1",,,,,,,"2",,"4","2",,"6","5",,"50013741","3352.05127373253",NULL,NULL
"5001374","8","1","592","8","8","1","2","4",,,,"1",,,,,,,"2",,"8","1","7",,"5",,"50013741","3352.05127373253",NULL,NULL
"5001374","9","1","592","9","9","1","25","4","5",,,"1",,,,,,,"2",,"6","2",,"4","5",,"50013741","3352.05127373253",NULL,NULL
"5001375","1","1","592","1","1","2","54","1","3",,,"1",,,,,,,"3",,"10","2",,"1","6",,"50013751","2628.46152450864","3","2"
"5001375","2","1","592","2","2","1","30","3","5",,,"1",,,,,,,"3",,"1","1","1",,"6",,"50013751","2628.46152450864",NULL,NULL
"5001375","3","1","592","3","3","2","28","3","5",,,"1",,,,,,,"3",,"1","1","1",,"6",,"50013751","2628.46152450864",NULL,NULL
"5001375","4","1","592","4","4","1","16","3","5",,,"1",,,,,,,"3",,"1","1","1",,"6",,"50013751","2628.46152450864",NULL,NULL
"5001375","5","1","592","5","5","2","11","4","5",,,"1",,,,,,,"2",,"6","1","3",,"6",,"50013751","2628.46152450864",NULL,NULL
"5001375","6","1","592","6","6","2","6","4",,,,"1",,,,,,,"2",,"5","1","3",,"6",,"50013751","2628.46152450864",NULL,NULL
"5001405","1","1","592","1","1","2","35","1","5",,,"1",,,,,,,"2",,"9","2",,"9","6",,"50014051","852.716560980324","2",NULL
"5001405","2","1","592","2","1","2","11","3","5",,,"1",,,,,,,"2",,"10","1","1",,"6",,"50014051","852.716560980324",NULL,NULL
"5001405","3","1","592","3","1","2","8","3",,,,"1",,,,,,,"2",,"9","1","1",,"6",,"50014051","852.716560980324",NULL,NULL
"5001406","1","1","592","1","1","2","55","1","5",,,"2","18","2","70","70823","2","3","2",,"9","2",,"9","6",,"50014061","760.567130376745","1","1"
"5001406","2","1","592","2","2","1","27","3","5",,,"1",,,,,,,"2",,"10","1","1",,"6",,"50014061","760.567130376745",NULL,NULL
"5001406","3","1","592","3","1","1","13","4","5",,,"1",,,,,,,"2",,"10","2",,"4","1","10_01","50014061","760.567130376745",NULL,NULL
"5001418","1","1","592","1","1","2","67","1","3",,,"1",,,,,,,"3",,"9","3",,"9","6",,"50014181","104.198231571974","1","3"
"5001418","2","1","592","2","2","2","34","3","6","1","3","1",,,,,,,"3",,"2","1","1",,"1","800_02","50014181","104.198231571974",NULL,NULL
"5001418","3","1","592","3","3","1","43","8","6","1","2","1",,,,,,,"2",,"1","2",,"9","1","800_02","50014181","104.198231571974",NULL,NULL
"5001418","4","1","592","4","4","1","12","4","5",,,"1",,,,,,,"1","3",,"1","2",,"1","800_02","50014181","104.198231571974",NULL,NULL
"5001418","5","1","592","5","5","1","8","4",,,,"1",,,,,,,"1","3",,"1","2",,"6",,"50014181","104.198231571974",NULL,NULL
"5001418","6","1","592","6","6","1","4","4",,,,"1",,,,,,,"1","3",,"1","2",,"6",,"50014181","104.198231571974",NULL,NULL
"5001419","1","1","592","1","1","2","76","1","3",,,"1",,,,,,,"3",,"2","3",,"2","6",,"50014191","71.0811344652538","1","1"
"5001419","2","1","592","2","2","2","49","3","4",,,"1",,,,,,,"3",,"2","1","1",,"1","999_01","50014191","71.0811344652538",NULL,NULL
"5001419","3","1","592","3","3","1","23","4","5",,,"1",,,,,,,"2",,"8","1","2",,"1","999_01","50014191","71.0811344652538",NULL,NULL
"5001433","1","1","592","1","1","2","32","1","5",,,"2","12","2","13","13244","1","3","3",,"3","2",,"3","6",,"50014331","1597.99553200526","2",NULL
"5001433","2","1","592","2","2","2","14","3","5",,,"1",,,,,,,"2",,"4","1","1",,"6",,"50014331","1597.99553200526",NULL,NULL
"5001433","3","1","592","3","3","1","10","3","5",,,"1",,,,,,,"2",,"8","1","1",,"1","800_02","50014331","1597.99553200526",NULL,NULL
"5001448","1","1","592","1","1","2","23","1","5",,,"2","4","2","47","47001","1","4","2",,"3","2",,"4","6",,"50014481","1139.70795812294","1",NULL
"5001448","2","1","592","2","2","1","5","3",,,,"2","0","2","47","47001","1","9","2",,"7","1","1",,"6",,"50014481","1139.70795812294",NULL,NULL
"5001448","3","1","592","3","3","2","20","7","5",,,"2","4","2","47","47001","1","4","2",,"3","2",,"4","6",,"50014481","1139.70795812294",NULL,NULL
"5001448","4","1","592","4","4","1","16","7","5",,,"2","1","2","47","47001","1","4","2",,"3","2",,"4","6",,"50014481","1139.70795812294",NULL,NULL
"5001461","1","1","592","1","1","2","71","1","3",,,"1",,,,,,,"2",,"10","2",,"9","6",,"50014611","819.178139892735","1","3"
"5001461","2","1","592","2","2","2","45","3","6","1","3","1",,,,,,,"3",,"9","1","1",,"6",,"50014611","819.178139892735",NULL,NULL
"5001461","3","1","592","3","3","1","44","9","6","1","2","1",,,,,,,"2",,"10","2",,"1","5",,"50014611","819.178139892735",NULL,NULL
"5001461","4","1","592","4","4","2","23","4","5",,,"1",,,,,,,"1","3",,"1","2",,"6",,"50014611","819.178139892735",NULL,NULL
"5001461","5","1","592","5","5","1","20","4","5",,,"1",,,,,,,"1","3",,"1","2",,"6",,"50014611","819.178139892735",NULL,NULL
"5001461","6","1","592","6","6","2","18","4","5",,,"1",,,,,,,"1","3",,"1","2",,"6",,"50014611","819.178139892735",NULL,NULL
"5001461","7","1","592","7","6","2","1","9",,,,"1",,,,,,,"2",,"6","1","6",,"6",,"50014611","819.178139892735",NULL,NULL
"5001472","1","1","592","1","1","2","65","1","3",,,"1",,,,,,,"2",,"9","2",,"9","6",,"50014721","723.150514592416","1",NULL
"5001472","2","1","592","2","2","1","42","3","4",,,"2","22","2","13","13580","2","8","2",,"1","1","1",,"6",,"50014721","723.150514592416",NULL,NULL
"5001488","1","1","592","1","1","2","70","1","3",,,"1",,,,,,,"3",,"9","3",,"9","6",,"50014881","278.984721661363","1",NULL
"5001488","2","1","592","2","2","1","50","3","5",,,"2","8","2","8","8001","1","8","3",,"9","1","1",,"6",,"50014881","278.984721661363",NULL,NULL
"5001505","1","1","592","1","1","2","22","1","5",,,"1",,,,,,,"2",,"10","2",,"10","6",,"50015051","614.479929211117","3",NULL
"5001505","2","1","592","2","2","2","6","3",,,,"1",,,,,,,"2",,"9","1","1",,"6",,"50015051","614.479929211117",NULL,NULL
"5001505","3","1","592","3","3","1","5","3",,,,"1",,,,,,,"2",,"9","1","1",,"6",,"50015051","614.479929211117",NULL,NULL
"5001505","4","1","592","4","4","2","3","3",,,,"1",,,,,,,"2",,"9","1","1",,"6",,"50015051","614.479929211117",NULL,NULL
"5001509","1","1","592","1","1","2","66","1","3",,,"1",,,,,,,"3",,"10","2",,"10","6",,"50015091","868.329566928725","2","2"
"5001509","2","1","592","2","2","1","33","3","5",,,"1",,,,,,,"3",,"1","1","1",,"6",,"50015091","868.329566928725",NULL,NULL
"5001509","3","1","592","3","3","1","35","3","4",,,"1",,,,,,,"3",,"1","1","1",,"6",,"50015091","868.329566928725",NULL,NULL
"5001509","4","1","592","4","3","1","12","4","5",,,"1",,,,,,,"1","3",,"2",,"1","6",,"50015091","868.329566928725",NULL,NULL
"5001509","5","1","592","5","5","2","10","4","5",,,"1",,,,,,,"1","3",,"2",,"1","6",,"50015091","868.329566928725",NULL,NULL
"5001547","1","1","592","1","1","2","66","1","3",,,"1",,,,,,,"3",,"2","3",,"2","1","720_01","50015471","667.47621537475","1","2"
"5001547","2","1","592","2","2","1","40","3","2","1","3","1",,,,,,,"3",,"1","1","1",,"1","720_01","50015471","667.47621537475",NULL,NULL
"5001547","3","1","592","3","3","2","39","8","2","1","2","1",,,,,,,"2",,"2","2",,"1","6",,"50015471","667.47621537475",NULL,NULL
"5001547","4","1","592","4","1","2","9","4",,,,"1",,,,,,,"1","2",,"1","3",,"6",,"50015471","667.47621537475",NULL,NULL
"5001547","5","1","592","5","1","1","7","4",,,,"1",,,,,,,"1","2",,"1","3",,"6",,"50015471","667.47621537475",NULL,NULL
"5001550","1","1","592","1","1","2","73","1","3",,,"1",,,,,,,"3",,"9","3",,"9","6",,"50015501","592.694626252002","2",NULL
"5001550","2","1","592","2","2","1","36","3","5",,,"1",,,,,,,"3",,"2","1","1",,"5",,"50015501","592.694626252002",NULL,NULL
"5001550","3","1","592","3","3","1","31","3","5",,,"1",,,,,,,"3",,"2","1","1",,"6",,"50015501","592.694626252002",NULL,NULL
"5001552","1","1","592","1","1","2","22","1","5",,,"2","7","2","8","8001","1","4","2",,"4","2",,"3","5",,"50015521","829.572333382044","1",NULL
"5001552","2","1","592","2","1","1","0","3",,,,"1",,,,,,,"2",,"7","1","1",,"5",,"50015521","829.572333382044",NULL,NULL
