DIRECTORIO;SECUENCIA_ENCUESTA;SECUENCIA_P;ORDEN;P6016;P1894;P6020;P6040;P6051;P5502;P6071;P6071S1;P6074;P767;P6076;P6076S1;P6076S2;P6077;P6096;P6081;P6081S1;P6087;P6083;P6083S1;P6088;P6080;P5667;P1895;P1896;P1897;P1898;P1899;P1901;P1902;P1903;P1904;P1905;LLAVEHOG;FEX_C;N_HIJOS;N_NIETOS;P1910;P1911;P1912;P1710;P1710S1;P1710S2;P1710S3;P1710S4;P1710S5;P1710S6;P1710S7;P1710S8;P1710S9;P1084;P765;P765S1;P765S2;P765S3;P765S4;P765S5;P765S6;P765S7;P765S8;P1085;P1085S1;P1085S2;P1085S3;P1085S4;P1085S5;P1085S6;P1085S7;P1085S8;P1083;P1083S1;P1083S2;P1083S3;P1083S4;P1083S5;P1083S6;P1083S7;P1083S8;P1083S9;P1083S10;P1083S11;P1082;P1082S1;P1082S2;P5504;P5505;P5505S1;P5505S2;P769;P1080;P1080S1;P1080S2;P1080S3;P1080S4;P1080S5;P1080S6;P804;P805;P805S1;P805S2;P805S3;P805S4;P805S5
6010046;2;2;2;1;2;2;12;3;5;;;1;;;;;;;3;;3;1;1;;6;;;;;;;;;;;;60100462;1393.275376;0;0;1;5;5;;1;1;1;2;2;1;1;2;2;1;;1;;;1;;;;;;1;;1;;;;;;;;1;1;;;1;;;;;;1;2;1;;;;;1;;1;;1;1;;;5;;;;;;
6010046;3;2;3;3;3;2;22;3;4;;;1;;;;;;;3;;3;1;1;;6;;8;9;8;8;8;9;9;1;0;10;60100462;1393.275376;0;0;1;5;5;;1;1;1;2;1;1;1;2;2;1;;1;;;1;;;;;;1;;1;;;;;;;;1;1;1;;1;;;;;;1;2;1;;;;;1;;1;;1;1;;;5;;;;;;
6010046;4;2;4;4;1;1;2;4;;;;1;;;;;;;2;;4;1;3;;6;;;;;;;;;;;;60100462;1393.275376;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
6010098;1;1;1;1;3;2;61;1;3;;;1;;;;;;;3;;9;3;;9;5;;8;9;8;8;8;10;10;6;0;10;60100981;537.0203669;0;2;5;5;5;;;;;;;;;;;1;;;;;1;;;;;;1;;;;;;;;;;1;1;;;;;;;;;1;2;1;;;;;1;;1;;;1;;;5;;;;;;
6010098;2;1;2;1;2;2;10;4;5;;;1;;;;;;;2;;3;2;;4;5;;;;;;;;;;;;60100981;537.0203669;0;0;5;5;5;;;;;;;;;;;1;;;;;1;;;;;;1;;;;;;;;;1;;;;;;;;;;;2;;;1;;;1;1;;1;;;1;;;5;;;;;;
6010098;3;1;3;1;1;1;3;4;;;;1;;;;;;;2;;3;2;;4;5;;;;;;;;;;;;60100981;537.0203669;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
6010116;1;1;1;1;3;2;28;1;5;;;1;;;;;;;2;;1;1;3;;6;;7;8;6;7;10;0;0;10;3;10;60101161;318.9217744;1;0;5;5;5;;;;;;;;;;;1;;;;;1;;;;;;1;;;;;;;;;;;1;;;;;;;;;1;2;1;;;;;1;;1;;1;1;;;5;;;;;;
6010116;2;1;2;2;2;1;8;3;;;;1;;;;;;;2;;1;1;1;;6;;;;;;;;;;;;60101161;318.9217744;0;0;5;5;5;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;1;;;1;2;;;;;;;1;5;;;;;;
6010116;3;1;3;3;3;2;55;5;3;;;1;;;;;;;3;;1;2;;1;6;;10;5;8;5;2;10;10;0;0;10;60101161;318.9217744;0;0;5;5;5;;;;;;;;;;;2;;;;;1;;;;;;1;;;;;;;;;;1;1;;;;;;;;;1;2;1;;;;;2;;1;;1;1;;;2;;1;1;;;
6010121;1;1;1;1;3;2;38;1;5;;;1;;;;;;;3;;1;2;;1;6;;7;3;5;8;7;8;8;4;4;10;60101211;1180.05309;1;0;5;1;5;;1;1;1;1;1;1;1;1;1;1;;;1;;1;;;;;;1;;;;;;;;;1;1;;;;1;;;;;;1;2;1;;;;;1;;1;;1;1;;;1;;1;1;;;
6010121;2;1;2;2;3;2;21;3;5;;;1;;;;;;;2;;4;1;1;;6;;10;9;10;5;7;9;9;0;0;10;60101211;1180.05309;0;0;1;1;1;;1;1;1;1;2;1;1;2;2;1;;1;1;1;1;;;;;;1;1;;;;;;;;1;1;1;;;1;;;1;1;;1;2;1;;;;;1;;;;1;1;;;5;;;;;;
6010126;1;1;1;1;3;2;57;1;3;;;1;;;;;;;3;;1;2;;1;6;;5;9;5;9;3;0;0;10;10;4;60101261;1614.374496;2;0;5;5;5;;;;;;;;;;;2;;;;;1;;;;;;1;;;;;;1;;;;;1;;;;;;;;;1;2;1;;;;;1;;1;;;1;;;1;;1;;;;
6010126;2;1;2;2;3;1;24;3;5;;;1;;;;;;;3;;9;1;1;;6;;8;8;10;10;10;10;10;0;0;10;60101261;1614.374496;0;0;5;5;5;;;;;;;;;;;1;;;;;1;;;;;;1;1;;;;;1;;;;;1;;;;;;;;;1;2;1;;;;;1;;1;1;;1;;;3;;1;;;;
6010126;3;1;3;3;3;2;22;3;5;;;1;;;;;;;3;;4;1;1;;6;;9;9;4;10;7;10;10;0;0;8;60101261;1614.374496;0;0;5;5;5;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;;;;;;;;;;;5;;;;;;
6010189;1;1;1;1;3;2;49;1;5;;;1;;;;;;;2;;9;3;;9;5;;10;9;9;8;8;10;10;0;0;10;60101891;523.0539032;1;0;5;5;5;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;;;;;1;;1;;1;;;;1;;1;1;;;
6010189;2;1;2;2;3;2;24;3;5;;;1;;;;;;;2;;9;1;1;;5;;10;10;10;10;10;10;10;4;0;10;60101891;523.0539032;0;0;5;5;5;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;1;;;;;1;;1;1;1;;;;5;;;;;;
6010198;1;1;1;1;3;2;52;1;5;;;1;;;;;;;2;;1;2;;1;6;;9;8;9;9;8;9;9;0;0;9;60101981;509.6625699;1;0;2;5;5;;1;1;1;2;2;2;2;2;2;1;;1;;;;;;;;;1;;;1;;;;;;1;1;1;;;;;;;;;1;2;1;;;;;1;;1;;1;;;;1;;1;1;;;
6010198;2;1;2;2;3;1;32;3;5;;;1;;;;;;;2;;1;1;1;;6;;9;9;9;9;9;9;9;0;0;9;60101981;509.6625699;0;0;2;5;5;;1;1;1;2;2;2;2;2;2;1;;1;;;1;;;;;;1;;;1;;;;;;1;1;1;;;;;;;;;1;2;1;;;;;1;;1;;1;1;;;3;;;1;;;
6010202;1;1;1;1;3;2;42;1;5;;;1;;;;;;;3;;1;3;;1;5;;10;9;8;10;10;9;10;8;0;10;60102021;445.5297072;3;0;1;1;5;;1;1;1;1;1;1;1;1;1;1;;1;1;;1;;;;;;1;1;;;;;;;;;1;1;1;1;;;;;;;1;2;1;;;;;1;;1;1;1;1;;;1;;1;1;;;
6010202;2;1;2;2;2;1;27;3;5;;;1;;;;;;;2;;4;1;1;;5;;6;9;0;7;7;7;7;5;5;8;60102021;445.5297072;0;0;2;5;5;;1;2;1;2;2;2;1;2;2;1;;1;;;1;;;;;;1;;;;;;;;;1;1;1;;;;;;;;;1;2;1;;;;;1;;1;;1;1;;;5;;;;;;
6010202;3;1;3;3;3;1;21;3;5;;;1;;;;;;;2;;4;1;1;;5;;10;9;9;9;9;10;10;8;0;10;60102021;445.5297072;0;0;2;5;5;;1;1;2;2;2;2;2;2;2;1;;1;;;1;;;;;;1;;;;;;;;;;1;1;;;;;1;;;;1;2;1;;;;;1;;1;1;1;1;;;5;;;;;;
6010202;4;1;4;4;2;2;12;3;5;;;1;;;;;;;2;;4;1;1;;5;;;;;;;;;;;;60102021;445.5297072;0;0;2;5;5;;1;1;1;2;2;2;2;2;2;1;;1;;;1;;;;;;1;;;;;;;;;;1;1;;;;;1;;;;1;2;1;;;;;1;;1;;1;1;;;5;;;;;;
6010207;1;1;1;1;3;2;36;1;5;;;1;;;;;;;2;;1;2;;1;6;;9;9;9;9;9;9;9;0;0;9;60102071;591.5160641;2;0;2;5;5;;1;1;1;1;2;2;1;2;2;2;;1;;;1;;;;;;1;1;;1;;;;;;1;1;1;;;;;;;;;1;2;1;;;;;1;;1;1;1;1;;;4;;1;1;;;
6010207;2;1;2;2;3;1;18;3;5;;;1;;;;;;;2;;2;1;1;;6;;9;7;9;9;9;9;9;0;0;9;60102071;591.5160641;0;0;2;2;5;;1;1;1;1;2;2;1;2;2;1;;1;1;;1;;;;;;1;;1;1;;;;;;1;1;1;;;;;;;;;1;2;1;;;;;1;;1;;1;1;;;5;;;;;;
6010207;3;1;3;1;2;1;11;3;5;;;1;;;;;;;2;;2;1;1;;6;;;;;;;;;;;;60102071;591.5160641;0;0;2;2;5;;1;1;1;2;2;2;2;2;2;2;;1;;;1;;;;;;1;;1;1;;;;;;1;1;1;;;;;;;;;1;2;1;;;;;2;;1;;1;1;;;5;;;;;;
6010218;1;1;1;1;3;2;43;1;5;;;1;;;;;;;2;;10;2;;4;5;;10;7;7;6;10;5;6;7;6;8;60102181;485.4907367;2;0;5;1;5;;2;2;1;1;2;2;2;2;2;2;;;1;;1;;;;;;1;1;;;;;;;;;1;1;;;;;;;;;1;2;1;;;;;1;;1;1;1;1;;;5;;;;;;
6010218;2;1;2;2;2;1;18;3;5;;;1;;;;;;;2;;2;1;1;;5;;10;9;10;9;8;10;10;0;0;10;60102181;485.4907367;0;0;2;2;5;;1;1;1;2;2;2;2;2;2;1;;;1;;1;;;;;;1;;;;;;;;;;1;1;;;;;;;;;1;2;1;;;;;1;;1;1;1;1;;;5;;;;;;
6010218;3;1;3;3;2;1;16;3;5;;;1;;;;;;;2;;1;1;1;;5;;10;10;10;10;10;10;10;0;0;10;60102181;485.4907367;0;0;5;1;5;;1;1;1;1;2;2;2;2;2;1;;;1;;1;;;;;;1;;;;;;;;;;1;1;;;;;;;;;1;2;1;;;;;1;;1;1;1;1;;;2;;1;;;;
6010243;1;1;1;1;3;2;37;1;5;;;1;;;;;;;3;;10;2;;1;6;;8;8;10;10;8;8;10;0;0;10;60102431;640.4919997;2;0;1;5;5;;1;1;1;1;1;2;1;2;2;1;;1;;;1;;;;;;1;1;;;;;;;;1;1;1;;;1;;;1;1;;1;2;1;;;;;1;;1;1;;1;;;5;;;;;;
6010243;2;1;2;2;3;1;20;3;5;;;1;;;;;;;2;;6;1;1;;6;;7;9;10;10;9;10;10;0;0;10;60102431;640.4919997;0;0;1;2;2;;1;1;1;1;1;1;1;1;2;1;;1;1;1;1;;;;;;1;;1;;;;;;;1;1;1;;;;;;1;1;;1;2;1;;;;;1;;1;;1;1;;;5;;;;;;
6010243;3;1;3;1;1;1;5;3;;;;1;;;;;;;2;;10;1;1;;6;;;;;;;;;;;;60102431;640.4919997;0;0;2;5;5;;2;2;2;2;2;2;2;2;2;1;;1;;;1;;;;;;1;;;;;;;;;;;;;;;;1;;1;;2;;;1;;;1;1;;1;;;1;;;5;;;;;;
6010248;1;1;1;1;3;2;61;1;5;;;1;;;;;;;3;;1;3;;1;5;;6;9;9;7;6;9;10;6;5;10;60102481;502.32264;1;0;5;5;5;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;;;;;;;;;;;1;;1;1;;;
6010248;2;1;2;2;3;1;39;3;5;;;1;;;;;;;2;;1;1;1;;5;;9;9;8;8;8;8;7;7;5;10;60102481;502.32264;0;0;5;5;5;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;;;;;1;;1;1;;;;;5;;;;;;
6010300;1;1;1;1;3;2;68;1;3;;;1;;;;;;;3;;9;2;;9;5;;8;6;4;6;8;9;9;1;0;10;60103001;2335.429067;2;2;5;5;5;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;;;;;;;;;;;5;;;;;;
6010300;2;1;2;2;3;1;51;3;5;;;1;;;;;;;3;;1;1;1;;6;;9;7;9;8;9;8;10;5;3;9;60103001;2335.429067;0;0;5;5;5;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;;;;;1;;1;1;;;;;1;;;1;;;
6010300;3;1;3;3;3;2;40;3;4;;;2;0;2;68;68001;1;8;3;;1;1;1;;6;;10;4;10;9;2;9;10;0;0;10;60103001;2335.429067;0;0;4;5;5;;2;2;2;2;2;2;2;2;2;2;;;;;1;;;;;;1;;;;;;;;;;;1;;;;;;;;;1;2;1;;;;;1;;1;1;1;1;;;5;;;;;;
6010300;4;1;4;4;3;1;22;4;5;;;1;;;;;;;2;;1;1;3;;6;;9;7;9;7;9;8;9;4;3;8;60103001;2335.429067;0;0;1;1;1;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;;;;;;1;1;;;;;;;;1;1;1;1;1;;1;1;;;;1;2;1;;;;;1;;1;1;1;1;;1;5;;;;;;
6010300;5;1;5;5;3;2;27;4;4;;;1;;;;;;;3;;10;2;;1;6;;9;9;10;9;10;10;10;0;0;10;60103001;2335.429067;0;0;5;5;5;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;;;;;4;;1;;;;;;5;;;;;;
6010300;6;1;6;5;1;1;7;9;;;;1;;;;;;;3;;3;1;5;;6;;;;;;;;;;;;60103001;2335.429067;0;0;5;5;5;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;;;;;;;;;;;5;;;;;;
6010300;7;1;7;5;1;1;4;9;;;;1;;;;;;;3;;3;1;5;;6;;;;;;;;;;;;60103001;2335.429067;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
6010300;8;1;8;5;5;1;0;9;;;;1;;;;;;;2;;10;1;5;;6;;;;;;;;;;;;60103001;2335.429067;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
6010303;1;1;1;1;3;2;59;1;3;;;1;;;;;;;3;;10;3;;1;6;;10;5;7;6;10;8;8;6;4;10;60103031;2148.712554;1;2;5;5;5;;;;;;;;;;;1;;;;;1;;;;;;1;;;;;;1;;;;1;1;;;;;;;;;1;2;1;;;;;1;;1;1;1;1;;;2;;1;1;;;
6010303;2;1;2;2;3;2;36;3;4;;;2;5;2;11;11001;1;10;2;;3;1;1;;6;;7;5;9;3;1;9;9;7;5;9;60103031;2148.712554;0;0;5;2;5;;1;1;1;1;1;1;1;1;2;2;;;1;;1;;;;;;1;;;;;1;1;;;1;1;1;;;;;1;1;1;;1;2;1;;;;;1;;1;;1;1;;;1;;1;1;;;
6010303;3;1;3;3;2;1;13;4;5;;;2;5;2;11;11001;1;9;2;;4;1;2;;6;;;;;;;;;;;;60103031;2148.712554;0;0;5;2;5;;1;1;1;1;2;1;1;2;2;2;;;1;;;;;;;;1;;1;;;;;;;;1;1;;;1;;;;;;2;;;2;;;;;;;;;;;;5;;;;;;
6010303;4;1;4;2;2;2;7;4;;;;2;5;2;11;11001;1;9;2;;4;1;2;;6;;;;;;;;;;;;60103031;2148.712554;0;0;5;2;2;;2;2;2;2;2;2;2;2;2;2;;;1;1;;;;;;;1;;1;;;;;;;;;;;;1;;;;;;2;;;2;;;;;;;;;;;;5;;;;;;
6010305;1;1;1;1;3;2;86;1;3;;;1;;;;;;;3;;1;3;;1;6;;6;6;1;6;10;7;7;7;3;6;60103051;1694.717551;2;1;5;5;5;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;1;;;1;2;;1;;;;;;1;;;1;;;
6010305;2;1;2;2;3;2;58;3;5;;;1;;;;;;;3;;1;1;1;;6;;5;5;7;7;8;6;8;10;9;4;60103051;1694.717551;0;0;5;5;5;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;1;;;1;2;;1;;;;;;1;;1;1;;;
6010305;3;1;3;3;3;2;48;3;4;;;1;;;;;;;3;;1;1;1;;6;;9;8;9;5;7;10;10;3;0;10;60103051;1694.717551;0;0;5;5;5;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;;;;;1;;1;1;;;;;1;;1;1;1;;
6010305;4;1;4;4;2;1;16;4;5;;;1;;;;;;;2;;4;1;3;;6;;10;10;10;7;10;10;10;5;0;10;60103051;1694.717551;0;0;1;5;5;;1;1;1;2;1;1;1;2;2;1;;1;;;1;;;;;;1;1;;;;;;;;1;;1;;;1;;1;1;;;1;2;1;;;;;1;;1;1;1;1;;;1;;1;1;;;
6010305;5;1;5;2;3;1;91;7;5;;;1;;;;;;;3;;1;3;;1;6;;0;9;0;0;0;0;0;0;10;0;60103051;1694.717551;0;0;5;5;5;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;;;;;;;;;;;5;;;;;;
6010307;1;1;1;1;3;2;79;1;3;;;1;;;;;;;3;;10;3;;10;6;;10;8;8;6;8;8;5;5;5;10;60103071;2254.506845;1;0;5;5;5;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;;;;;1;;1;;;;;;2;;;1;;;
6010307;2;1;2;2;3;1;50;3;4;;;1;;;;;;;3;;10;1;1;;6;;10;8;7;7;7;7;7;7;6;9;60103071;2254.506845;0;0;2;2;5;;1;1;1;1;1;1;1;1;1;2;;1;1;;1;;;;;;1;1;1;;;;;;;;1;1;;;;;;;;;1;2;1;;;;;2;;1;;1;1;;;5;;;;;;
6010312;1;1;1;1;3;2;78;1;3;;;1;;;;;;;3;;9;3;;2;6;;10;9;7;7;0;10;10;2;0;10;60103121;2162.574579;3;1;5;5;5;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;;;;;1;;1;;;;;;5;;;;;;
6010312;2;1;2;2;3;1;59;3;4;;;2;2;2;20;20001;1;8;3;;9;1;1;;6;;10;10;10;10;10;10;10;0;0;10;60103121;2162.574579;0;0;5;5;5;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;;;;;1;;1;1;;;;;1;;;1;;;
6010312;3;1;3;3;3;1;56;3;4;;;1;;;;;;;3;;9;1;1;;6;;10;8;8;7;5;6;8;3;2;10;60103121;2162.574579;0;0;5;5;5;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;;;;;2;;;1;;;;;1;;;1;;;
6010312;4;1;4;4;3;1;43;3;4;;;1;;;;;;;3;;1;1;1;;6;;10;10;10;10;10;5;10;0;0;10;60103121;2162.574579;0;0;5;5;5;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;;;;;2;;1;1;;;;;5;;;;;;
6010312;5;1;5;5;2;2;13;4;5;;;1;;;;;;;1;4;;2;;3;6;;;;;;;;;;;;60103121;2162.574579;0;0;5;2;5;;1;2;2;2;2;2;2;2;2;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;;;;;1;;1;;1;;;;5;;;;;;
6010345;1;1;1;1;3;2;36;1;5;;;1;;;;;;;2;;2;2;;3;6;;7;5;6;5;7;5;6;6;5;5;60103451;41.55150525;2;0;5;5;5;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;;;;;;;;;;;1;;1;1;;;
6010345;2;1;2;2;2;1;13;3;5;;;1;;;;;;;2;;4;1;1;;3;;;;;;;;;;;;60103451;41.55150525;0;0;5;2;2;;1;1;2;2;2;2;2;2;2;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;;;;;;;;;;;1;;1;;;;
6010345;3;1;3;3;1;1;5;3;;;;1;;;;;;;2;;3;1;1;;3;;;;;;;;;;;;60103451;41.55150525;0;0;5;5;5;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;;;;;;;;;;;5;;;;;;
6010348;1;1;1;1;3;2;44;1;5;;;2;32;2;8;8001;1;8;2;;10;2;;10;6;;10;10;10;10;10;10;10;0;0;10;60103481;20.61137386;1;0;5;5;5;;;;;;;;;;;2;;;;;1;;;;;;1;;;;;;;;;;1;1;;;;;;;;;1;2;1;;;;;1;;1;1;1;1;;;5;;;;;;
6010348;2;1;2;2;3;1;25;3;5;;;2;10;2;8;8001;1;9;2;;4;1;1;;6;;10;10;10;10;10;10;10;0;0;10;60103481;20.61137386;0;0;5;5;5;;;;;;;;;;;2;;;;;1;;;;;;1;1;;;;;;;;;1;1;;;;;;;;;1;2;1;;;;;1;;1;1;1;1;;;5;;;;;;
6010349;1;1;1;1;3;2;36;1;5;;;1;;;;;;;2;;1;2;;1;3;;10;10;10;10;10;10;10;0;0;10;60103491;39.43572145;1;0;5;5;5;;;;;;;;;;;1;;;;;1;;;;;;1;1;;;;;;;;;1;1;;;;;;;;;1;2;1;;;;;1;;1;1;1;1;;;5;;;;;;
6010349;2;1;2;2;3;2;19;3;5;;;1;;;;;;;3;;1;1;1;;3;;10;9;10;10;10;10;10;0;0;10;60103491;39.43572145;0;0;5;5;5;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;;;;;;;;;;;5;;;;;;
6010351;1;1;1;1;3;2;52;1;5;;;1;;;;;;;2;;2;2;;2;3;;9;8;8;8;7;7;7;6;4;7;60103511;39.43572145;1;0;5;5;5;;;;;;;;;;;1;;;;;1;;;;;;1;;;;;;;;;;;1;;;;;;;;;1;2;1;;;;;1;;1;;;1;;;2;;1;1;;;
6010351;2;1;2;2;2;2;17;3;5;;;1;;;;;;;2;;3;1;1;;3;;8;8;7;7;7;7;7;6;5;5;60103511;39.43572145;0;0;5;5;5;;;;;;;;;;;1;;;;;1;;;;;;1;;;;;;;;;;1;;;;;;;;;;1;2;1;;;;;1;;1;;1;1;;;1;;1;;;;
6010356;1;1;1;1;3;2;33;1;5;;;1;;;;;;;2;;3;2;;3;6;;10;10;10;10;10;10;10;0;0;10;60103561;41.55150525;2;0;1;5;5;;1;1;1;1;2;2;2;2;2;2;;1;;;1;;;;;;1;1;;1;;;;;;;1;1;;;1;;;;;;1;2;1;;;;;1;;1;1;1;1;;;5;;;;;;
6010356;2;1;2;2;2;1;14;3;5;;;1;;;;;;;2;;3;1;1;;3;;;;;;;;;;;;60103561;41.55150525;0;0;5;5;5;;;;;;;;;;;2;;;;;1;;;;;;1;;;;;;;;;1;;1;;;1;;;;;;2;;;1;;;1;2;;1;;1;1;;;5;;;;;;
6010356;3;1;3;3;1;1;3;3;;;;1;;;;;;;2;;6;1;1;;3;;;;;;;;;;;;60103561;41.55150525;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
6010393;1;1;1;1;3;2;62;1;5;;;1;;;;;;;2;;1;2;;1;5;;8;8;8;8;8;8;8;2;2;10;60103931;27.48770441;1;0;5;5;5;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;;;;;;;;;;;1;;1;1;1;1;
6010393;2;1;2;1;3;1;40;3;5;;;1;;;;;;;2;;1;1;1;;5;;8;8;8;8;8;8;9;1;1;9;60103931;27.48770441;0;0;5;5;5;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;1;;;1;2;;1;1;;;;;1;;1;1;1;1;
6010427;1;1;1;1;3;2;50;1;3;;;1;;;;;;;2;;6;2;;5;5;;10;10;10;10;10;10;3;2;1;10;60104271;33.74277541;1;0;1;5;5;;1;1;1;1;1;1;1;1;2;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;1;;;;;1;;1;1;1;;;;1;;1;1;1;;
6010427;2;1;2;2;3;1;25;3;6;1;3;1;;;;;;;2;;4;1;1;;5;;10;10;10;10;10;10;10;1;1;10;60104271;33.74277541;0;0;1;5;5;;1;1;1;1;1;1;1;1;1;1;;1;;;;;;;;;;;1;;;;;;;1;1;1;1;1;1;;1;1;;;1;2;1;;;;;1;;1;1;1;;;;1;;1;1;1;;
6010427;3;1;3;3;3;2;18;8;6;1;2;1;;;;;;;2;;3;2;;6;5;;10;10;10;10;10;10;10;1;1;10;60104271;33.74277541;0;0;1;1;1;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;;;;;1;;;1;;;;1;1;1;1;1;1;;1;1;1;;1;2;1;;;;;1;;1;1;1;1;;;1;;1;1;;;
6010431;1;1;1;2;3;2;59;1;5;;;1;;;;;;;2;;2;2;;2;5;;9;8;8;8;8;8;8;2;1;9;60104311;57.16467488;1;1;5;5;5;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;1;;;;;1;;1;;;;;;1;;1;1;1;1;
6010431;2;1;2;2;3;2;24;3;5;;;1;;;;;;;2;;2;1;1;;5;;8;8;8;8;8;8;8;1;2;9;60104311;57.16467488;0;0;5;1;5;;1;1;1;1;2;2;2;2;2;1;;;1;;1;;;;;;1;;;;;;;;;1;1;1;;;;;;;;;1;2;1;;;;;1;;1;;1;1;;;1;;1;1;1;1;
